Image,Method,MSE,SSIM
Angela_Bassett_0001,prewitt,92.7662353515625,0.25295321995527964
Angela_Bassett_0001,canny,109.7884521484375,0.030514359637783012
Angela_Bassett_0001,lowpass,95.2105712890625,0.5441138391060094
Angela_Bassett_0001,highpass,92.87835693359375,0.21186985350694937
Angela_Bassett_0001,bandstop,101.91912841796875,0.5775981378156245
Angela_Bassett_0002,sobel,94.05511474609375,0.2367607430591477
Angela_Bassett_0002,prewitt,93.56781005859375,0.23677755631245673
Angela_Bassett_0002,canny,110.4654541015625,0.019807516251567236
Angela_Bassett_0002,lowpass,108.1888427734375,0.4718136460168739
Angela_Bassett_0002,highpass,99.50469970703125,0.16393188542636447
Angela_Bassett_0002,bandstop,113.65704345703125,0.47244606428917313
Angela_Bassett_0003,sobel,82.0572509765625,0.3296487658646048
Angela_Bassett_0003,prewitt,81.872802734375,0.3297103731642286
Angela_Bassett_0003,canny,100.53204345703125,0.04431602036750935
Angela_Bassett_0003,lowpass,100.82232666015625,0.4331455248529918
Angela_Bassett_0003,highpass,88.76812744140625,0.27586558829893393
Angela_Bassett_0003,bandstop,105.26947021484375,0.5576860937964467
Angela_Bassett_0004,sobel,97.832763671875,0.14272766786978758
Angela_Bassett_0004,prewitt,97.20721435546875,0.1430449641147768
Angela_Bassett_0004,canny,107.04901123046875,0.013483944500431394
Angela_Bassett_0004,lowpass,93.30084228515625,0.5607423978683093
Angela_Bassett_0004,highpass,101.67608642578125,0.0752852854370317
Angela_Bassett_0004,bandstop,100.49542236328125,0.5355607757426523
Angela_Bassett_0005,sobel,88.3974609375,0.14334607517962233
Angela_Bassett_0005,prewitt,89.1187744140625,0.14442849032762745
Angela_Bassett_0005,canny,88.10491943359375,0.013787921474164442
Angela_Bassett_0005,lowpass,103.8514404296875,0.5492594929790816
Angela_Bassett_0005,highpass,101.4156494140625,0.12366071778028907
Angela_Bassett_0005,bandstop,103.50164794921875,0.6436949699218449
Angela_Bassett_0006,sobel,87.75933837890625,0.21373165195796323
Angela_Bassett_0006,prewitt,87.62396240234375,0.21404363524752565
Angela_Bassett_0006,canny,104.04742431640625,0.029884490476432452
Angela_Bassett_0006,lowpass,96.77581787109375,0.49277966878946977
Angela_Bassett_0006,highpass,92.73980712890625,0.17365850028917965
Angela_Bassett_0006,bandstop,97.05548095703125,0.552118220270182
Angela_Lansbury_0001,sobel,99.27728271484375,0.14680166417827487
Angela_Lansbury_0001,prewitt,99.3543701171875,0.14683815390294186
Angela_Lansbury_0001,canny,102.66064453125,0.025998516548488747
Angela_Lansbury_0001,lowpass,98.3193359375,0.6113676692413049
Angela_Lansbury_0001,highpass,100.97705078125,0.1529834431791166
Angela_Lansbury_0001,bandstop,95.67822265625,0.6300495294572832
Angela_Lansbury_0002,sobel,103.52362060546875,0.04706754244769501
Angela_Lansbury_0002,prewitt,104.4552001953125,0.04647789853465671
Angela_Lansbury_0002,canny,107.70819091796875,0.005541168497327248
Angela_Lansbury_0002,lowpass,79.6883544921875,0.5755407719303751
Angela_Lansbury_0002,highpass,106.86846923828125,0.023326538471735138
Angela_Lansbury_0002,bandstop,105.2371826171875,0.5713883818675273
Angela_Mascia-Frye_0001,sobel,99.266357421875,0.1500782950471532
Angela_Mascia-Frye_0001,prewitt,98.86041259765625,0.1512041737434473
Angela_Mascia-Frye_0001,canny,108.4925537109375,0.013368855489103352
Angela_Mascia-Frye_0001,lowpass,104.27386474609375,0.6064677797132472
Angela_Mascia-Frye_0001,highpass,101.9383544921875,0.11924938500735628
Angela_Mascia-Frye_0001,bandstop,107.23834228515625,0.5103464877782355
Angela_Merkel_0001,sobel,109.46807861328125,0.0688336283463839
Angela_Merkel_0001,prewitt,108.46624755859375,0.06999097462092473
Angela_Merkel_0001,canny,112.79827880859375,0.004284600842911711
Angela_Merkel_0001,lowpass,78.427734375,0.5929383285734875
Angela_Merkel_0001,highpass,103.811767578125,0.054061568556194664
Angela_Merkel_0001,bandstop,94.074462890625,0.6046672696751143
Angela_Merkel_0002,sobel,107.060546875,0.05399585416271582
Angela_Merkel_0002,prewitt,106.50946044921875,0.05396194512834457
Angela_Merkel_0002,canny,108.4722900390625,0.001568851156559383
Angela_Merkel_0002,lowpass,83.22332763671875,0.5388157146045126
Angela_Merkel_0002,highpass,103.9857177734375,0.035240084585700375
Angela_Merkel_0002,bandstop,100.08941650390625,0.564128257613992
Angela_Merkel_0003,sobel,96.46734619140625,0.019889727950391033
Angela_Merkel_0003,prewitt,97.218994140625,0.019830495393939454
Angela_Merkel_0003,canny,95.35992431640625,-0.0019300437364146842
Angela_Merkel_0003,lowpass,116.9307861328125,0.5889040788027843
Angela_Merkel_0003,highpass,102.968994140625,0.02026635904110227
Angela_Merkel_0003,bandstop,107.5567626953125,0.6460153649950479
Angela_Merkel_0004,sobel,101.09698486328125,0.1235993966612725
Angela_Merkel_0004,prewitt,101.723876953125,0.12410324109736563
Angela_Merkel_0004,canny,107.00250244140625,0.012598347899178878
Angela_Merkel_0004,lowpass,103.8525390625,0.6662592987600945
Angela_Merkel_0004,highpass,97.09320068359375,0.13535412317468426
Angela_Merkel_0004,bandstop,106.1109619140625,0.5403679028893164
Angela_Merkel_0005,sobel,105.91278076171875,0.13512529439429238
Angela_Merkel_0005,prewitt,106.13299560546875,0.13553945790891964
Angela_Merkel_0005,canny,113.66357421875,0.01057555404213665
Angela_Merkel_0005,lowpass,78.43194580078125,0.5832294625774528
Angela_Merkel_0005,highpass,97.75067138671875,0.16580046639952156
Angela_Merkel_0005,bandstop,91.47607421875,0.6126524482182725
Angelica_Romero_0001,sobel,102.3492431640625,0.036949825055336845
Angelica_Romero_0001,prewitt,103.3701171875,0.03699013956787247
Angelica_Romero_0001,canny,109.51507568359375,0.007029271646311218
Angelica_Romero_0001,lowpass,105.2418212890625,0.5154840120718269
Angelica_Romero_0001,highpass,103.42620849609375,0.03824104719087487
Angelica_Romero_0001,bandstop,100.28875732421875,0.4799727402677762
Angelina_Jolie_0001,sobel,105.42724609375,0.10075214356930429
Angelina_Jolie_0001,prewitt,105.360595703125,0.10110340527826654
Angelina_Jolie_0001,canny,111.30499267578125,0.011759372507794864
Angelina_Jolie_0001,lowpass,96.72540283203125,0.5402546625602903
Angelina_Jolie_0001,highpass,103.39727783203125,0.0758269122045982
Angelina_Jolie_0001,bandstop,99.727294921875,0.486228105827497
Angelina_Jolie_0002,sobel,92.1708984375,0.19611823784143737
Angelina_Jolie_0002,prewitt,92.94158935546875,0.19462366662720612
Angelina_Jolie_0002,canny,101.3087158203125,0.03330454362474498
Angelina_Jolie_0002,lowpass,92.42913818359375,0.583322838019352
Angelina_Jolie_0002,highpass,100.19635009765625,0.12628006275777606
Angelina_Jolie_0002,bandstop,102.82330322265625,0.4383671754309237
Angelina_Jolie_0003,sobel,102.16973876953125,0.13631402011328148
Angelina_Jolie_0003,prewitt,101.8358154296875,0.13630419992784265
Angelina_Jolie_0003,canny,109.00201416015625,0.022300057612646005
Angelina_Jolie_0003,lowpass,97.295654296875,0.5476022308487077
Angelina_Jolie_0003,highpass,102.324462890625,0.10270472968396266
Angelina_Jolie_0003,bandstop,100.80828857421875,0.513618002478985
Angelina_Jolie_0004,sobel,82.1494140625,0.3574034334949454
Angelina_Jolie_0004,prewitt,81.22998046875,0.36069380463779266
Angelina_Jolie_0004,canny,111.87835693359375,0.020968519108242926
Angelina_Jolie_0004,lowpass,101.90362548828125,0.6767316912081858
Angelina_Jolie_0004,highpass,89.18634033203125,0.3536051895196882
Angelina_Jolie_0004,bandstop,114.28875732421875,0.4698543857624611
Angelina_Jolie_0005,sobel,105.6568603515625,0.09477449523477968
Angelina_Jolie_0005,prewitt,106.09381103515625,0.09438947250002852
Angelina_Jolie_0005,canny,109.103271484375,0.015294206358678406
Angelina_Jolie_0005,lowpass,91.2943115234375,0.5011658966507132
Angelina_Jolie_0005,highpass,103.213623046875,0.07240544354226144
Angelina_Jolie_0005,bandstop,102.70111083984375,0.5491726352900946
Angelina_Jolie_0006,sobel,96.63116455078125,0.1861474042564061
Angelina_Jolie_0006,prewitt,96.38031005859375,0.18484294172207005
Angelina_Jolie_0006,canny,107.4439697265625,0.03156152295087358
Angelina_Jolie_0006,lowpass,72.89154052734375,0.6275782451767629
Angelina_Jolie_0006,highpass,91.86151123046875,0.22623168480051858
Angelina_Jolie_0006,bandstop,94.083251953125,0.6059162281235766
Angelina_Jolie_0007,sobel,96.27447509765625,0.09830942813473627
Angelina_Jolie_0007,prewitt,96.477783203125,0.09774793397695428
Angelina_Jolie_0007,canny,100.16400146484375,0.021534355099925725
Angelina_Jolie_0007,lowpass,90.484130859375,0.6089139073478226
Angelina_Jolie_0007,highpass,102.2301025390625,0.0807629079569707
Angelina_Jolie_0007,bandstop,104.201416015625,0.43644124207562535
Angelina_Jolie_0008,sobel,90.4453125,0.19303624681064344
Angelina_Jolie_0008,prewitt,91.040283203125,0.19014097603502264
Angelina_Jolie_0008,canny,100.7061767578125,0.03670997331740505
Angelina_Jolie_0008,lowpass,78.6707763671875,0.5928050911862857
Angelina_Jolie_0008,highpass,99.3203125,0.1733433302289192
Angelina_Jolie_0008,bandstop,98.17578125,0.4884381518116733
Angelina_Jolie_0009,sobel,86.6761474609375,0.13547884641258537
Angelina_Jolie_0009,prewitt,86.48992919921875,0.13177978096435516
Angelina_Jolie_0009,canny,95.35650634765625,0.011906392501945955
Angelina_Jolie_0009,lowpass,102.1829833984375,0.5566873452369104
Angelina_Jolie_0009,highpass,99.07525634765625,0.07427301564866799
Angelina_Jolie_0009,bandstop,105.74212646484375,0.5157354970936946
Angelina_Jolie_0010,sobel,103.71612548828125,0.2249172503625733
Angelina_Jolie_0010,prewitt,104.43316650390625,0.224385329793723
Angelina_Jolie_0010,canny,112.19940185546875,0.024433942557109567
Angelina_Jolie_0010,lowpass,85.877197265625,0.58681061404963
Angelina_Jolie_0010,highpass,95.42938232421875,0.1801573246842533
Angelina_Jolie_0010,bandstop,105.706787109375,0.4559955498839632
Angelina_Jolie_0011,sobel,88.76531982421875,0.18256909137083593
Angelina_Jolie_0011,prewitt,88.20159912109375,0.18095589538008902
Angelina_Jolie_0011,canny,98.5264892578125,0.05638542082180469
Angelina_Jolie_0011,lowpass,92.46392822265625,0.4981809014396943
Angelina_Jolie_0011,highpass,97.56512451171875,0.13685193969842974
Angelina_Jolie_0011,bandstop,105.43115234375,0.44352283560399985
Angelina_Jolie_0012,sobel,109.679931640625,0.12817349568738232
Angelina_Jolie_0012,prewitt,109.1636962890625,0.12803644905074485
Angelina_Jolie_0012,canny,109.80169677734375,0.018329066951102074
Angelina_Jolie_0012,lowpass,91.8336181640625,0.58170256522389
Angelina_Jolie_0012,highpass,104.6051025390625,0.1057168099860066
Angelina_Jolie_0012,bandstop,100.7808837890625,0.5650272479388292
Angelina_Jolie_0013,sobel,110.8265380859375,0.12092054658552628
Angelina_Jolie_0013,prewitt,110.4400634765625,0.12293273832000996
Angelina_Jolie_0013,canny,111.66888427734375,0.013887528284982829
Angelina_Jolie_0013,lowpass,88.539306640625,0.612191597363756
Angelina_Jolie_0013,highpass,107.55511474609375,0.11460876871958045
Angelina_Jolie_0013,bandstop,103.8443603515625,0.5271806293301922
Angelina_Jolie_0014,sobel,97.6568603515625,0.1986981760378227
Angelina_Jolie_0014,prewitt,97.33868408203125,0.1993107224208854
Angelina_Jolie_0014,canny,111.06378173828125,0.032832789937105714
Angelina_Jolie_0014,lowpass,75.4202880859375,0.60342016128213
Angelina_Jolie_0014,highpass,90.4403076171875,0.21152865416887986
Angelina_Jolie_0014,bandstop,96.83477783203125,0.552139642551539
Angelina_Jolie_0015,sobel,83.8521728515625,0.23705687124653832
Angelina_Jolie_0015,prewitt,84.53790283203125,0.23485750165233701
Angelina_Jolie_0015,canny,101.9949951171875,0.04963238677937253
Angelina_Jolie_0015,lowpass,77.77520751953125,0.6079743229547231
Angelina_Jolie_0015,highpass,93.22772216796875,0.16109594422134604
Angelina_Jolie_0015,bandstop,97.71258544921875,0.5367859302486524
Angelina_Jolie_0016,sobel,103.5673828125,0.12133339628094504
Angelina_Jolie_0016,prewitt,103.9974365234375,0.12103301681570483
Angelina_Jolie_0016,canny,104.60906982421875,0.011102769421990438
Angelina_Jolie_0016,lowpass,80.45184326171875,0.6108140455656612
Angelina_Jolie_0016,highpass,103.37750244140625,0.09054226856204689
Angelina_Jolie_0016,bandstop,105.6634521484375,0.541524320749883
Angelina_Jolie_0017,sobel,106.00537109375,0.09438446959672166
Angelina_Jolie_0017,prewitt,104.92376708984375,0.09484808785308516
Angelina_Jolie_0017,canny,109.7529296875,0.007269378505170202
Angelina_Jolie_0017,lowpass,86.0509033203125,0.5107187926099716
Angelina_Jolie_0017,highpass,101.42596435546875,0.07377937984639295
Angelina_Jolie_0017,bandstop,105.28277587890625,0.5246871716385225
Angelina_Jolie_0018,sobel,102.5860595703125,0.013273902853097812
Angelina_Jolie_0018,prewitt,102.766357421875,0.013967843337417792
Angelina_Jolie_0018,canny,102.7972412109375,-0.005116046377948618
Angelina_Jolie_0018,lowpass,95.6915283203125,0.484646710249205
Angelina_Jolie_0018,highpass,105.384765625,-0.021653452655483334
Angelina_Jolie_0018,bandstop,99.6871337890625,0.562449821657839
Angelina_Jolie_0019,sobel,102.65869140625,0.04054237981253538
Angelina_Jolie_0019,prewitt,103.75933837890625,0.04198231706667413
Angelina_Jolie_0019,canny,102.69757080078125,-0.0010130763892080565
Angelina_Jolie_0019,lowpass,93.204833984375,0.5219804965713851
Angelina_Jolie_0019,highpass,105.0860595703125,0.021266500599769013
Angelina_Jolie_0019,bandstop,106.2374267578125,0.5839672450786916
Angelina_Jolie_0020,sobel,92.36651611328125,0.15933378676202967
Angelina_Jolie_0020,prewitt,92.4581298828125,0.15411154648509373
Angelina_Jolie_0020,canny,103.94598388671875,0.026471582218739253
Angelina_Jolie_0020,lowpass,98.80810546875,0.6039852860133033
Angelina_Jolie_0020,highpass,99.698974609375,0.0905000011487927
Angelina_Jolie_0020,bandstop,99.8287353515625,0.534725783299144
Angelo_Genova_0001,sobel,111.24578857421875,0.07709650603523761
Angelo_Genova_0001,prewitt,110.09637451171875,0.07753083372191819
Angelo_Genova_0001,canny,108.17779541015625,0.005523075456733005
Angelo_Genova_0001,lowpass,81.12384033203125,0.5672353233096223
Angelo_Genova_0001,highpass,106.29071044921875,0.07779252429235106
Angelo_Genova_0001,bandstop,102.4083251953125,0.5363486720459146
Angelo_Reyes_0001,sobel,106.00555419921875,0.08267271017262272
Angelo_Reyes_0001,prewitt,105.558837890625,0.08303054327657508
Angelo_Reyes_0001,canny,99.3492431640625,0.007126736814660315
Angelo_Reyes_0001,lowpass,103.57763671875,0.6027728319930846
Angelo_Reyes_0001,highpass,102.0404052734375,0.08354894329663096
Angelo_Reyes_0001,bandstop,112.1741943359375,0.5895603074040987
Angelo_Reyes_0002,sobel,93.32501220703125,0.1598893543927709
Angelo_Reyes_0002,prewitt,93.253173828125,0.16082756794864628
Angelo_Reyes_0002,canny,101.9300537109375,0.012833607300294897
Angelo_Reyes_0002,lowpass,80.81390380859375,0.6031744428231485
Angelo_Reyes_0002,highpass,96.2232666015625,0.15094163273355457
Angelo_Reyes_0002,bandstop,96.6607666015625,0.5610511924708298
Angelo_Reyes_0003,sobel,101.52996826171875,0.056968210279900726
Angelo_Reyes_0003,prewitt,103.0657958984375,0.05816579058361565
Angelo_Reyes_0003,canny,104.03704833984375,0.0026017223270236372
Angelo_Reyes_0003,lowpass,84.9903564453125,0.4958939414129866
Angelo_Reyes_0003,highpass,103.6439208984375,0.03860931981745731
Angelo_Reyes_0003,bandstop,101.63726806640625,0.5492674919623348
Angelo_Reyes_0004,sobel,94.44732666015625,0.1343192504999254
Angelo_Reyes_0004,prewitt,94.16943359375,0.13263195142018028
Angelo_Reyes_0004,canny,95.39837646484375,0.049271400413559555
Angelo_Reyes_0004,lowpass,83.1240234375,0.5004964015092467
Angelo_Reyes_0004,highpass,100.23968505859375,0.11144098844379585
Angelo_Reyes_0004,bandstop,101.84332275390625,0.5077009239201454
Angel_Lockward_0001,sobel,105.43597412109375,0.09093772585059638
Angel_Lockward_0001,prewitt,104.8189697265625,0.09199514515282867
Angel_Lockward_0001,canny,102.493408203125,0.008925162927462085
Angel_Lockward_0001,lowpass,94.46234130859375,0.5160103445693583
Angel_Lockward_0001,highpass,104.50494384765625,0.061515890954598244
Angel_Lockward_0001,bandstop,107.41473388671875,0.5049689643871348
Angel_Maza_0001,sobel,98.73297119140625,0.18514831051293462
Angel_Maza_0001,prewitt,99.01202392578125,0.1854282788309771
Angel_Maza_0001,canny,109.38214111328125,0.025173783489146583
Angel_Maza_0001,lowpass,103.65850830078125,0.4645143361901729
Angel_Maza_0001,highpass,105.86370849609375,0.1325291417816953
Angel_Maza_0001,bandstop,104.87408447265625,0.5038148554875762
Angie_Arzola_0001,sobel,99.8062744140625,0.06145725446416375
Angie_Arzola_0001,prewitt,100.21197509765625,0.06163631380588215
Angie_Arzola_0001,canny,92.26123046875,-0.0004443378558898725
Angie_Arzola_0001,lowpass,90.20904541015625,0.5812625377471612
Angie_Arzola_0001,highpass,109.218017578125,0.06493409553507605
Angie_Arzola_0001,bandstop,100.7110595703125,0.5727631259089124
Angie_Martinez_0001,sobel,105.94073486328125,0.059599113638876954
Angie_Martinez_0001,prewitt,106.24481201171875,0.059605043664378916
Angie_Martinez_0001,canny,103.571044921875,0.010252012553454941
Angie_Martinez_0001,lowpass,88.3143310546875,0.4717249579951932
Angie_Martinez_0001,highpass,103.9383544921875,0.035021926861348134
Angie_Martinez_0001,bandstop,97.904052734375,0.6810863719027112
Anibal_Ibarra_0001,sobel,92.1962890625,0.09831092680776347
Anibal_Ibarra_0001,prewitt,90.69512939453125,0.09833194645010633
Anibal_Ibarra_0001,canny,91.1575927734375,0.012249302644678859
Anibal_Ibarra_0001,lowpass,100.073974609375,0.4906605239148823
Anibal_Ibarra_0001,highpass,101.60650634765625,0.06258554604249277
Anibal_Ibarra_0001,bandstop,107.85382080078125,0.5151290384854055
Anibal_Ibarra_0002,sobel,100.65374755859375,0.11039802160028207
Anibal_Ibarra_0002,prewitt,99.7095947265625,0.1098271259835383
Anibal_Ibarra_0002,canny,102.51416015625,0.017366017717773057
Anibal_Ibarra_0002,lowpass,106.79248046875,0.5065560833142122
Anibal_Ibarra_0002,highpass,105.51007080078125,0.0647200388731833
Anibal_Ibarra_0002,bandstop,106.35223388671875,0.5115626004069059
Anibal_Ibarra_0003,sobel,108.984619140625,0.07810375755893571
Anibal_Ibarra_0003,prewitt,108.35296630859375,0.07711513755755998
Anibal_Ibarra_0003,canny,110.0963134765625,0.006615937984535627
Anibal_Ibarra_0003,lowpass,96.00341796875,0.43677681929139683
Anibal_Ibarra_0003,highpass,107.6627197265625,0.05239356497392965
Anibal_Ibarra_0003,bandstop,102.47705078125,0.590196314217804
Anil_Ramsook_0001,sobel,104.53076171875,0.10057250294499923
Anil_Ramsook_0001,prewitt,104.235107421875,0.09982174358380465
Anil_Ramsook_0001,canny,104.9676513671875,0.020735195451940552
Anil_Ramsook_0001,lowpass,85.21905517578125,0.5743139556951424
Anil_Ramsook_0001,highpass,104.34613037109375,0.08884046386609068
Anil_Ramsook_0001,bandstop,98.25079345703125,0.5675848518606526
Anita_DeFrantz_0001,sobel,90.0694580078125,0.1914710934212306
Anita_DeFrantz_0001,prewitt,89.39007568359375,0.19306187278084772
Anita_DeFrantz_0001,canny,96.8656005859375,0.049651577390911146
Anita_DeFrantz_0001,lowpass,99.3594970703125,0.587815378862826
Anita_DeFrantz_0001,highpass,97.30010986328125,0.14405177346816198
Anita_DeFrantz_0001,bandstop,98.09661865234375,0.5336777615422038
Anja_Paerson_0001,sobel,102.184326171875,0.029614691562802418
Anja_Paerson_0001,prewitt,102.6759033203125,0.0315856646097785
Anja_Paerson_0001,canny,107.45440673828125,-0.00016623145938686758
Anja_Paerson_0001,lowpass,93.4669189453125,0.4706547979156995
Anja_Paerson_0001,highpass,100.96575927734375,0.02209929347555848
Anja_Paerson_0001,bandstop,98.97174072265625,0.6607967503913695
Anjum_Hussain_0001,sobel,100.6351318359375,0.026640190006859448
Anjum_Hussain_0001,prewitt,100.38177490234375,0.026891073015169884
Anjum_Hussain_0001,canny,96.1971435546875,-0.0022210329014200753
Anjum_Hussain_0001,lowpass,103.5960693359375,0.4695150057504173
Anjum_Hussain_0001,highpass,111.6319580078125,0.015039039220886384
Anjum_Hussain_0001,bandstop,107.60382080078125,0.4116469191130725
Anna_Chicherova_0001,sobel,106.01824951171875,0.08324286478998574
Anna_Chicherova_0001,prewitt,105.67730712890625,0.08433523209538747
Anna_Chicherova_0001,canny,108.44140625,0.011134124191086232
Anna_Chicherova_0001,lowpass,100.60833740234375,0.5869259048441434
Anna_Chicherova_0001,highpass,103.98284912109375,0.08360524474746102
Anna_Chicherova_0001,bandstop,104.80609130859375,0.5283411678157686
Anna_Faris_0001,sobel,92.9488525390625,0.11087186894297045
Anna_Faris_0001,prewitt,93.3824462890625,0.1073963063739284
Anna_Faris_0001,canny,96.57867431640625,0.03834427259746573
Anna_Faris_0001,lowpass,101.77044677734375,0.48970563620932744
Anna_Faris_0001,highpass,102.01177978515625,0.04257328452672083
Anna_Faris_0001,bandstop,98.07598876953125,0.6174971429154216
Anna_Jones_0001,sobel,104.8492431640625,0.030121063622936702
Anna_Jones_0001,prewitt,104.99169921875,0.032061795979428244
Anna_Jones_0001,canny,110.9384765625,-0.001389217973055045
Anna_Jones_0001,lowpass,78.32635498046875,0.5530555264541888
Anna_Jones_0001,highpass,105.12884521484375,0.019562046318065608
Anna_Jones_0001,bandstop,102.9722900390625,0.6321893007404772
Anna_Kournikova_0001,sobel,101.44293212890625,0.06169025098557727
Anna_Kournikova_0001,prewitt,101.44403076171875,0.06178393672951784
Anna_Kournikova_0001,canny,102.9415283203125,0.006167140251554924
Anna_Kournikova_0001,lowpass,84.87158203125,0.5552004317998236
Anna_Kournikova_0001,highpass,104.2581787109375,0.05102539293694931
Anna_Kournikova_0001,bandstop,99.46630859375,0.6013499597780657
Anna_Kournikova_0002,sobel,107.92352294921875,0.06714475947767534
Anna_Kournikova_0002,prewitt,108.67645263671875,0.06795246313309676
Anna_Kournikova_0002,canny,107.9749755859375,0.0009926347753870832
Anna_Kournikova_0002,lowpass,62.8319091796875,0.6673107666565102
Anna_Kournikova_0002,highpass,111.91461181640625,0.10070751788702897
Anna_Kournikova_0002,bandstop,109.35498046875,0.6075599229665383
Anna_Kournikova_0003,sobel,105.837158203125,0.06872066306515748
Anna_Kournikova_0003,prewitt,105.18798828125,0.06837514604365953
Anna_Kournikova_0003,canny,104.3564453125,0.009819468806373063
Anna_Kournikova_0003,lowpass,96.32855224609375,0.5541639145556083
Anna_Kournikova_0003,highpass,108.4459228515625,0.07060675911708263
Anna_Kournikova_0003,bandstop,100.6907958984375,0.5212408117133213
Anna_Kournikova_0004,sobel,116.05206298828125,0.09102218824533025
Anna_Kournikova_0004,prewitt,116.8433837890625,0.09092122294483831
Anna_Kournikova_0004,canny,116.528564453125,0.01549906443771265
Anna_Kournikova_0004,lowpass,82.38372802734375,0.5073350248611459
Anna_Kournikova_0004,highpass,108.64093017578125,0.12324085105593062
Anna_Kournikova_0004,bandstop,100.76629638671875,0.5367519488019993
Anna_Kournikova_0005,sobel,119.02752685546875,0.06211578472042805
Anna_Kournikova_0005,prewitt,119.5498046875,0.061438439322614474
Anna_Kournikova_0005,canny,123.42193603515625,0.00988108950246643
Anna_Kournikova_0005,lowpass,80.46356201171875,0.599786501104758
Anna_Kournikova_0005,highpass,104.59649658203125,0.12318853491432905
Anna_Kournikova_0005,bandstop,102.417236328125,0.4947062670644755
Anna_Kournikova_0006,sobel,108.46832275390625,0.08624847557121103
Anna_Kournikova_0006,prewitt,108.74359130859375,0.08634009719561998
Anna_Kournikova_0006,canny,112.1715087890625,0.006558083641009129
Anna_Kournikova_0006,lowpass,79.1585693359375,0.5579980292211338
Anna_Kournikova_0006,highpass,102.0469970703125,0.12837353931993037
Anna_Kournikova_0006,bandstop,97.66912841796875,0.523388093405044
Anna_Kournikova_0007,sobel,108.3629150390625,0.086765904171742
Anna_Kournikova_0007,prewitt,108.5579833984375,0.08597590399026508
Anna_Kournikova_0007,canny,112.15679931640625,0.025136441375020805
Anna_Kournikova_0007,lowpass,88.43499755859375,0.478759197022433
Anna_Kournikova_0007,highpass,102.57720947265625,0.1040278600999151
Anna_Kournikova_0007,bandstop,103.86761474609375,0.48544886074356386
Anna_Kournikova_0008,sobel,103.8787841796875,0.051785816690385754
Anna_Kournikova_0008,prewitt,103.51953125,0.05078435682207117
Anna_Kournikova_0008,canny,99.4365234375,0.009826169899012487
Anna_Kournikova_0008,lowpass,92.21734619140625,0.48916540481133297
Anna_Kournikova_0008,highpass,104.21563720703125,0.08798578366589
Anna_Kournikova_0008,bandstop,103.91162109375,0.4919450623742003
Anna_Kournikova_0009,sobel,104.3001708984375,0.11953491790207921
Anna_Kournikova_0009,prewitt,103.96026611328125,0.11973062470323978
Anna_Kournikova_0009,canny,106.5592041015625,0.023628327072639718
Anna_Kournikova_0009,lowpass,93.2313232421875,0.5030073444720231
Anna_Kournikova_0009,highpass,108.7725830078125,0.08884073868128699
Anna_Kournikova_0009,bandstop,100.48272705078125,0.4703393167512975
Anna_Kournikova_0010,sobel,100.6201171875,0.04769490906690428
Anna_Kournikova_0010,prewitt,100.25567626953125,0.047896944513379315
Anna_Kournikova_0010,canny,105.311767578125,0.0027827353463016034
Anna_Kournikova_0010,lowpass,105.59515380859375,0.5727666880623113
Anna_Kournikova_0010,highpass,102.432373046875,0.04718236034299706
Anna_Kournikova_0010,bandstop,103.86590576171875,0.6141146853453705
Anna_Kournikova_0011,sobel,108.169921875,0.12467856457821785
Anna_Kournikova_0011,prewitt,108.21392822265625,0.1244691637064987
Anna_Kournikova_0011,canny,110.26654052734375,0.02076758796217185
Anna_Kournikova_0011,lowpass,86.2076416015625,0.5917354137214578
Anna_Kournikova_0011,highpass,103.89898681640625,0.12560160242265841
Anna_Kournikova_0011,bandstop,97.26141357421875,0.5190420288225779
Anna_Kournikova_0012,sobel,103.65472412109375,0.07200133747545699
Anna_Kournikova_0012,prewitt,105.168701171875,0.07215028968556333
Anna_Kournikova_0012,canny,107.0074462890625,0.006447660958642124
Anna_Kournikova_0012,lowpass,90.5833740234375,0.483787663723721
Anna_Kournikova_0012,highpass,102.789306640625,0.05494638748936244
Anna_Kournikova_0012,bandstop,99.57275390625,0.628046469932878
Anna_Nicole_Smith_0001,sobel,108.302978515625,0.11604815779975773
Anna_Nicole_Smith_0001,prewitt,108.58331298828125,0.11546907035356074
Anna_Nicole_Smith_0001,canny,110.3160400390625,0.009213022350187583
Anna_Nicole_Smith_0001,lowpass,99.34912109375,0.6268909354801517
Anna_Nicole_Smith_0001,highpass,105.14569091796875,0.12895289467794568
Anna_Nicole_Smith_0001,bandstop,99.44158935546875,0.57898938093596
Anna_Nicole_Smith_0002,sobel,97.82867431640625,0.07910532849344623
Anna_Nicole_Smith_0002,prewitt,98.280517578125,0.07732628179470462
Anna_Nicole_Smith_0002,canny,106.56854248046875,0.015794057906328134
Anna_Nicole_Smith_0002,lowpass,104.54791259765625,0.41912866172403684
Anna_Nicole_Smith_0002,highpass,99.8311767578125,0.08542972231315409
Anna_Nicole_Smith_0002,bandstop,97.34356689453125,0.5336474491219216
Anneli_Jaatteenmaki_0001,sobel,105.6441650390625,0.16557316282167608
Anneli_Jaatteenmaki_0001,prewitt,105.63629150390625,0.1665160782159873
Anneli_Jaatteenmaki_0001,canny,113.85955810546875,0.01622734319678967
Anneli_Jaatteenmaki_0001,lowpass,83.7220458984375,0.5937536936454542
